institutionCode,datasetName,individualCount,year processed,month processed,class processed,order processed,family processed,genus processed,vernacularName processed,scientificName processed
Joint Nature Conservation Committee,,7,1991,8,Bivalvia,Veneroida,Montacutidae,Kurtiella,,Kurtiella bidentata
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2004,6,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
Joint Nature Conservation Committee,,O,1995,7,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,1,2016,7,Bivalvia,Mytiloida,Mytilidae,,,Mytilidae
BIS,Natural Resources Wales Regional Data : Mid-Wales,,1989,8,Gastropoda,Pulmonata,Carychiidae,Carychium,Short-toothed Herald Snail,Carychium minimum
Marine Biological Association,,1,1999,9,Gastropoda,Neogastropoda,Nassariidae,Tritia,Thick-lipped Dog Whelk,Tritia incrassata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2002,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Carychiidae,Carychium,Long-toothed Herald Snail,Carychium tridentatum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2002,10,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Common whelk,Buccinum undatum
West Wales Biodiversity Information Centre,,,1899,12,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2010,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
SEWBReC,SEWBReC Molluscs (South Wales),,2007,5,Bivalvia,Veneroida,Sphaeriidae,Musculium,Lake Orb Mussel,Musculium lacustre
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1991,8,Gastropoda,Pulmonata,Arionidae,Arion,Green-soled Slug,Arion (Arion) flagellus
Natural Resources Wales,,20,2009,4,Bivalvia,Anomalodesmata,Thraciidae,,,Thraciidae
Natural Resources Wales,,,1997,9,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,4,2000,5,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1911,9,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Globular Pea Mussel,Pisidium hibernicum
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,2000,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Hygrophila,Planorbidae,Hippeutis,Flat Ramshorn,Hippeutis complanatus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,60,2003,5,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Natural Resources Wales,,7,2009,12,Gastropoda,,,,Snails,Gastropoda
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,3,2017,4,Gastropoda,,Patellidae,Patella,China Limpet,Patella ulyssiponensis
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,1,2016,7,Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe,Small Periwinkle,Melarhaphe neritoides
BIS,Miscellaneous records held by BIS,,2019,8,Gastropoda,Pulmonata,Limacidae,Limax,Leopard Slug,Limax maximus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5,2002,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Natural Resources Wales,,O,2012,6,Gastropoda,,Calliostomatidae,Calliostoma,Painted top shell,Calliostoma zizyphinum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Vertiginidae,Columella,,Columella agg.
Natural Resources Wales,,P,2007,5,Gastropoda,,Trochidae,Phorcus,Toothed Top Shell,Phorcus lineatus
Natural Resources Wales,,R,1993,10,Bivalvia,Veneroida,Tellinidae,Moerella,,Moerella donacina
Seasearch,Seasearch Marine Surveys in Wales,,2010,8,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Turritella,Auger Shell,Turritella communis
Natural Resources Wales,,20,2007,6,Bivalvia,Mytiloida,Mytilidae,,,Mytilidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,10,2009,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Joint Nature Conservation Committee,,C,1996,7,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
Seasearch,Seasearch Marine Surveys in Wales,,2018,8,Gastropoda,Nudibranchia,Goniodorididae,Goniodoris,,Goniodoris nodosa
Natural Resources Wales,,,2002,6,Bivalvia,Veneroida,Semelidae,Scrobicularia,Peppery Furrow Shell,Scrobicularia plana
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1995,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
SEWBReC,SEWBReC Molluscs (South Wales),,2010,10,Gastropoda,Pulmonata,Helicidae,Cepaea,Brown-lipped Snail,Cepaea (Cepaea) nemoralis
SEWBReC,SEWBReC Molluscs (South Wales),,1973,,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Natural Resources Wales,,,2003,8,Bivalvia,Pectinoida,Anomiidae,,,Anomiidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1992,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Marine Biological Association,,,2014,10,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2000,3,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Joint Nature Conservation Committee,,F,1983,8,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,,Lacuna
Joint Nature Conservation Committee,,2,1997,4,Bivalvia,Veneroida,Semelidae,Scrobicularia,Peppery Furrow Shell,Scrobicularia plana
SEWBReC,SEWBReC Molluscs (South Wales),,2016,10,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1978,7,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,Variegated Scallop,Mimachlamys varia
Natural Resources Wales,,P,1960,6,Bivalvia,Pectinoida,Pectinidae,Aequipecten,Queen scallop,Aequipecten opercularis
Marine Biological Association,,1,2000,5,Bivalvia,Arcoida,Glycymerididae,Glycymeris,Dog-cockle,Glycymeris glycymeris
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,10,Bivalvia,Veneroida,Mactridae,Spisula,Thick Trough Shell,Spisula solida
Natural Resources Wales,,P,1993,5,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Natural Resources Wales,,4,2010,6,Bivalvia,Veneroida,Tellinidae,Tellina,Bean-Like Tellin,Tellina fabula
Natural Resources Wales,,1,1998,6,Gastropoda,,Pyramidellidae,Turbonilla,,Turbonilla lactea
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,7,2008,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1997,7,Gastropoda,Littorinimorpha,Rissoidae,Onoba,,Onoba semicostata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2003,10,Bivalvia,[unassigned] Euheterodonta,Pharidae,Ensis,,Ensis magnus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1880,,Gastropoda,Pulmonata,Testacellidae,Testacella,Atlantic Shelled Slug,Testacella (Testacella) maugei
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2010,6,Gastropoda,Nudibranchia,Dotidae,Doto,,Doto lemchei
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1969,9,Gastropoda,[unassigned] Caenogastropoda,Viviparidae,Viviparus,River Snail,Viviparus viviparus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1991,7,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,Welsh Invertebrate Database (WID),,1978,,Gastropoda,Pulmonata,Arionidae,Arion,Dusky Slug,Arion (Mesarion) subfuscus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2017,5,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Natural Resources Wales,,2,2001,8,Bivalvia,Anomalodesmata,Thraciidae,Thracia,,Thracia villosiuscula
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1983,3,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (rare and scarce species),,1983,12,Gastropoda,Pulmonata,Hygromiidae,Ashfordia,Silky Snail,Ashfordia granulata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1985,4,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Flat Periwinkle,Littorina fabalis
BIS,Miscellaneous records held by BIS,,2016,5,Gastropoda,Pulmonata,Clausiliidae,Clausilia,Two-toothed Door Snail,Clausilia (Clausilia) bidentata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2007,3,Bivalvia,Veneroida,Veneridae,Dosinia,Rayed Artemis,Dosinia exoleta
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1992,7,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2005,4,Gastropoda,Hygrophila,Physidae,,,Physidae
Natural Resources Wales,,,2007,8,Bivalvia,Unionoida,Margaritiferidae,Margaritifera,Freshwater Pearl Mussel,Margaritifera (Margaritifera) margaritifera
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1969,10,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1992,9,Bivalvia,Veneroida,Mactridae,Spisula,Cut Trough Shell,Spisula subtruncata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1993,5,Gastropoda,,Phasianellidae,Tricolia,Pheasant shell,Tricolia pullus
NRW,Welsh Invertebrate Database (WID),1,1997,10,Gastropoda,Architaenioglossa,Aciculidae,Acicula,Point Snail,Acicula fusca
Natural Resources Wales,,C,1978,10,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,American Slipper Limpet,Crepidula fornicata
Natural Resources Wales,,,1999,10,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Joint Nature Conservation Committee,,,1997,8,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,6,2000,3,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2018,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Seasearch,Seasearch Marine Surveys in Wales,,2010,7,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Common whelk,Buccinum undatum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1999,10,Bivalvia,Veneroida,Veneridae,Chamelea,Striped Venus,Chamelea gallina
NRW,Welsh Invertebrate Database (WID),,1998,8,Gastropoda,Littorinimorpha,Bithyniidae,Bithynia,Common Bithynia,Bithynia tentaculata
Joint Nature Conservation Committee,,O,1997,8,Gastropoda,Nudibranchia,Facelinidae,Facelina,,Facelina bostoniensis
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,1988,,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,Hydrobia ventrosa seg.
NRW,Welsh Invertebrate Database (WID),,1993,7,Gastropoda,Hygrophila,Planorbidae,Anisus,White-lipped Ramshorn,Anisus (Anisus) leucostoma
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,11,2003,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Natural Resources Wales,,1,2008,2,Gastropoda,Littorinimorpha,Naticidae,Euspira,Alder's Necklace Shell,Euspira nitida
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1993,8,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
BIS,Miscellaneous records held by BIS,,2016,6,Gastropoda,Pulmonata,Enidae,Merdigera,Lesser Bulin,Merdigera obscura
NRW,Welsh Invertebrate Database (WID),2,1987,10,Gastropoda,Pulmonata,Hygromiidae,Ashfordia,Silky Snail,Ashfordia granulata
Seasearch,Seasearch Marine Surveys in Wales,,2010,5,Polyplacophora,,,,Chitons,Polyplacophora
Joint Nature Conservation Committee,,O,1997,6,Gastropoda,Littorinimorpha,Littorinidae,Littorina,,Littorina obtusata/fabalis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1996,11,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Natural Resources Wales,,1,2000,7,Bivalvia,Veneroida,Veneridae,Timoclea,Oval Venus,Timoclea ovata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2003,4,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
Natural Resources Wales,,R,1996,10,Bivalvia,Veneroida,Mactridae,Spisula,,Spisula elliptica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2016,8,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
Natural Resources Wales,,R,1993,10,Bivalvia,Veneroida,Semelidae,Abra,,Abra nitida
Natural Resources Wales,,R,1999,7,Gastropoda,Nudibranchia,Goniodorididae,Okenia,,Okenia
Natural Resources Wales,,P,2004,7,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Seasearch,Seasearch Marine Surveys in Wales,,2012,4,Gastropoda,Nudibranchia,,,,Nudibranchia
Seasearch,Seasearch Marine Surveys in Wales,,2014,6,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,,Tritonia lineata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2017,1,Bivalvia,Veneroida,Mactridae,Lutraria,Common Otter Shell,Lutraria lutraria
Natural Resources Wales,,,1980,7,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Jenkins' Spire Snail,Potamopyrgus antipodarum
Marine Biological Association,,21,1997,11,Bivalvia,Pectinoida,Pectinidae,Aequipecten,,Aequipecten
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Bivalvia,Unionoida,Unionidae,Unio,Swollen River Mussel,Unio (Unio) tumidus
SEWBReC,SEWBReC Molluscs (South Wales),,2013,12,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Cofnod,NRW Regional Data: North Wales,,2001,4,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2000,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
SEWBReC,SEWBReC Molluscs (South Wales),,1988,,Gastropoda,Pulmonata,Vertiginidae,Vertigo,Common Whorl Snail,Vertigo (Vertigo) pygmaea
Natural Resources Wales,,R,1998,11,Bivalvia,Nuculida,Nuculidae,Nucula,,Nucula nitidosa
NRW,Welsh Invertebrate Database (WID),,2004,9,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5,2000,7,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2000,4,Bivalvia,Veneroida,Mactridae,Lutraria,Common Otter Shell,Lutraria lutraria
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,100-999,1995,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Natural Resources Wales,,11,1999,9,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1992,8,Bivalvia,[unassigned] Euheterodonta,Solenidae,Solen,Grooved Razor Shell,Solen marginatus
Joint Nature Conservation Committee,,1,1991,8,Bivalvia,Veneroida,Veneridae,Dosinia,Rayed Artemis,Dosinia exoleta
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Testacellidae,Testacella,Atlantic Shelled Slug,Testacella (Testacella) maugei
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1969,9,Gastropoda,Pulmonata,Euconulidae,Euconulus,Tawny Glass Snail,Euconulus (Euconulus) cf. fulvus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,6,2008,4,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Joint Nature Conservation Committee,,O,1986,7,Gastropoda,,Trochidae,Gibbula,Grey Top Shell,Steromphala cineraria
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2003,5,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2009,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,Welsh Invertebrate Database (WID),4,1988,7,Gastropoda,Pulmonata,Succineidae,Oxyloma,Pfeiffer's Amber Snail,Oxyloma (Oxyloma) elegans
Joint Nature Conservation Committee,,,1984,8,Bivalvia,Pectinoida,Anomiidae,,,Anomiidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2006,8,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Natural Resources Wales,,,1997,7,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,4,2002,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1994,9,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Flat Periwinkle,Littorina obtusata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,10,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1992,7,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2012,1,Gastropoda,Pulmonata,Limacidae,Lehmannia,Tree Slug,Lehmannia marginata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,7,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Joint Nature Conservation Committee,,1,1995,7,Bivalvia,Myoida,Corbulidae,Corbula,Common basket-shell,Corbula gibba
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,30,2013,5,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
NRW,Welsh Invertebrate Database (WID),1,2008,6,Gastropoda,Pulmonata,Hygromiidae,Candidula,Wrinkled Snail,Candidula intersecta
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1989,3,Gastropoda,Pulmonata,Milacidae,Tandonia,Budapest Keeled Slug,Tandonia budapestensis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1937,6,Gastropoda,Hygrophila,Planorbidae,Planorbis,Keeled Ramshorn,Planorbis carinatus
