Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate
"Trecastell (site 38.17), eastern pit group",SUERC-52579,1390BC - 1120BC,Wales,Powys,Charcoal (birch),[Not recorded],"Ring ditch, the ditch of which contained a copper halberd. Also Middle Bronze Age pits.",,N
"Trelystan, barrow 1",CAR-277,1950BC - 1610BC,Wales,Powys,Charcoal (wood and hazelnut shells),Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 1",CAR-278,2010BC - 1660BC,Wales,Powys,Charcoal (hazel),Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 1",CAR-279,2460BC - 1950BC,Wales,Powys,"Charcoal (hazel, hawthorn)",Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 1",CAR-280,2210BC - 1820BC,Wales,Powys,Charcoal (stake),Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 1",CAR-281,2300BC - 1890BC,Wales,Powys,"Charcoal (oak, log)",Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 1",CAR-285,2120BC - 1680BC,Wales,Powys,Charcoal (hazel),Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 2",CAR-283,2040BC - 1690BC,Wales,Powys,Charcoal (oak),Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, barrow 2",CAR-390,2130BC - 1690BC,Wales,Powys,Charcoal,Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, pit grave",CAR-282,3330BC - 2870BC,Wales,Powys,Charcoal (oak),Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, structure A",CAR-275,2880BC - 2450BC,Wales,Powys,Charcoal,Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, structure A",CAR-276,2830BC - 2230BC,Wales,Powys,"Wood (hazel, twig)",Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, structure B",CAR-272,3030BC - 2630BC,Wales,Powys,"Charcoal (hazel, rowan, hazel nutshells)",Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, structure B",CAR-273,2900BC - 2480BC,Wales,Powys,"Charcoal (hazel, hawthorn, rowan)",Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
"Trelystan, structure B",CAR-274,2840BC - 2290BC,Wales,Powys,"Charcoal (hazel, nutshells)",Radiometric,"Two adjacent barrows covering earlier settlement, burial activity and land divisions.",,N
Tyddyn Llwydion,SUERC-24512 (GU-18943),,Wales,Powys,"Wood (ash, roundwood, 8 growth rings and bark, stake)",[Not recorded],"Hallhouse - longhouse (Britnell et al 2008, 196).",,N
Tŷ-draw,SUERC-24511 (GU-18942),AD1510 - AD1670,Wales,Powys,"Wood (ash, ?roundwood, <10 growth rings, stake)",[Not recorded],Late medieval cruck-framed longhouse/,,N
Ty-Isaf,OxA-12055,3370BC - 3090BC,Wales,Powys,"Bone (human, adult ?female, cranium)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,OxA-14248,2900BC - 2670BC,Wales,Powys,"Bone (human, cranium, individual A)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,OxA-14249,3500BC - 3090BC,Wales,Powys,"Bone (human, adult, right humerus)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,OxA-14250,2860BC - 2490BC,Wales,Powys,"Bone (human, cranium)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,OxA-14393,3370BC - 3090BC,Wales,Powys,"Bone (human, cranium, individual B)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,OxA-14394,3620BC - 3360BC,Wales,Powys,"Bone (human, adult, right humerus)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,OxA-14395,3370BC - 3100BC,Wales,Powys,"Bone (human, right humerus)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57784 (GU-36252),3510BC - 3340BC,Wales,Powys,"Bone (human, sub-adult, <12 years, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57785 (GU-36253),3500BC - 3120BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57786 (GU-36254),3620BC - 3360BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57787 (GU-36255),3630BC - 3360BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57788 (GU-36256),2830BC - 2470BC,Wales,Powys,"Bone (cow, tooth, PM3 cervix)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57789 (GU-36257),1670BC - 1500BC,Wales,Powys,"Bone (human, child, 3-4 years, LDM1)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57790 (GU-36258),3330BC - 2920BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57794 (GU-36259),3620BC - 3360BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57795 (GU-36260),3640BC - 3380BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Ty-Isaf,SUERC-57796 (GU-36261),3640BC - 3380BC,Wales,Powys,"Bone (human, adult, tooth, LM3)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N
Tŷ-mawr,GrN-24710,AD1255 - AD1282,Wales,Powys,Charcoal,[Not recorded],Aisled medieval house.,,N
Tŷ-mawr,GrN-24711,AD1461 - AD1631,Wales,Powys,Charcoal,[Not recorded],Aisled medieval house.,,N
Tŷ-mawr,GrN-24712,AD1210 - AD1280,Wales,Powys,Charcoal,[Not recorded],Aisled medieval house.,,N
Tŷ-mawr,SUERC-24513 (GU-18944),,Wales,Powys,"Wood (ash, 14 growth rings, stake)",[Not recorded],"Hallhouse - longhouse (Britnell et al 2008, 196).",,N
Upper Ninepence barrow,SWAN-115,AD240 - AD570,Wales,Powys,"Charcoal (Pomoideae, oak, blackthorn, gorse, hazel)",Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Grooved Ware phase),BM-2968,2890BC - 2610BC,Wales,Powys,Charcoal (mixture of short-lived wood),Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Grooved Ware phase),BM-2969,2840BC - 2470BC,Wales,Powys,Charcoal (mixture of short-lived wood),Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Grooved Ware phase),BM-3069,2860BC - 2470BC,Wales,Powys,Charcoal (Common hazel),Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Grooved Ware phase),SWAN-24,3020BC - 2620BC,Wales,Powys,Charcoal,Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Grooved Ware phase),SWAN-25,2920BC - 2490BC,Wales,Powys,Charcoal,Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-2966,3310BC - 2910BC,Wales,Powys,"Charcoal (Common hazel, Populus sp)",Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-2967,3330BC - 2900BC,Wales,Powys,Charcoal (mixture of short-lived wood),Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-3070,3370BC - 2920BC,Wales,Powys,Charcoal (Pomoideae),Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-3071,3520BC - 3090BC,Wales,Powys,Charcoal (Common hazel),Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence barrow (Peterborough Ware phase),SWAN-23,3490BC - 2900BC,Wales,Powys,Charcoal,Radiometric,Neolithic settlement below later barrow.,,N
Upper Ninepence enclosure,SWAN-21,1890BC - 1500BC,Wales,Powys,"Charcoal (hazel, blackthorn, small diameter oak)",Radiometric,Irregular enclosure.,,N
Upper Ninepence enclosure,SWAN-22,200BC - AD130,Wales,Powys,"Charcoal (ash, rowan, poplar, hawthorn, gorse)",Radiometric,Irregular enclosure.,,N
Upper Severn,SRR-1116,AD550 - AD670,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of deposits in River Severn.,,N
Upper Short Ditch,Beta-212488,AD540 - AD660,Wales,Powys,Charcoal,[Not recorded],Palaeoenvironmental study of a short dyke.,,N
Uwchygarreg,IGS C14/103 (St 3834),4650BC - 4230BC,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of hilltop peat.,,N
Uwchygarreg,IGS C14/104 (St 3827),2900BC - 2300BC,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of hilltop peat.,,N
Uwchygarreg,IGS C14/105 (St 3818),2300BC - 1740BC,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of hilltop peat.,,N
Walton Court Farm,SUERC-26430 (GU-20134),2570BC - 2340BC,Wales,Powys,Charcoal (hazel),[Not recorded],95m diameter ring ditch.,,N
Walton palisaded enclosure,SUERC-32383,2560BC - 2290BC,Wales,Powys,Charcoal (oak),[Not recorded],Curvilinear alignment of pits forming an enclosure.,,N
Walton palisaded enclosure,SUERC-32384,2840BC - 2470BC,Wales,Powys,Charcoal (hazel),[Not recorded],Curvilinear alignment of pits forming an enclosure.,,N
Waun Fignen Felen,AA-11210,6440BC - 6210BC,Wales,Powys,Sediment (organic),[Not recorded],Lake side site used by hunters in the Mesolithic.,,N
Waun Fignen Felen,CAR-1465,6240BC - 5870BC,Wales,Powys,Peat,Radiometric,Lake side site used by hunters in the Mesolithic.,,N
"Waun Fignen Felen, site A00",CAR-61,6690BC - 6410BC,Wales,Powys,Peat,Radiometric,"Fifteen monoliths and one core taken as part of a 3-dimensional pollen study of a peat-filled late glacial lake basin (Dresser 1985, 347).",,N
"Waun Fignen Felen, site A16W",CAR-323,2470BC - 2020BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A16W",CAR-324,3330BC - 2870BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A16W",CAR-325,3770BC - 3370BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A16W",CAR-326,4320BC - 3810BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A16W",CAR-327,4710BC - 4340BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A16W",CAR-328,5060BC - 4680BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A16W",CAR-329,4800BC - 4460BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-330,520BC - 190BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-331,1420BC - 1040BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-332,1880BC - 1490BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-333,2290BC - 1930BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-334,3270BC - 2690BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-335,4550BC - 4230BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site A78E",CAR-336,4350BC - 3970BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B125N",CAR-504,3350BC - 2870BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B125N",CAR-505,4260BC - 3800BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B125N",CAR-506,5220BC - 4770BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B125N",CAR-507,6640BC - 6250BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B125N",CAR-508,7050BC - 6460BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B125N",CAR-509,7080BC - 6590BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-337,2880BC - 2460BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-338,2870BC - 2340BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-339,3890BC - 3380BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-340,4240BC - 3790BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-341,4800BC - 4450BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-342,4940BC - 4530BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B32S",CAR-343,5640BC - 5300BC,Wales,Powys,Mor deposit,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-406,AD690 - AD1020,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-407,370BC - AD50,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-408,1230BC - 830BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-409,1440BC - 1050BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-410,2200BC - 1760BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-411,3370BC - 2900BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-412,4230BC - 3710BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B46.5N",CAR-413,4690BC - 4350BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B90S",CAR-499,3780BC - 3380BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B90S",CAR-500,4260BC - 3800BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B90S",CAR-501,4490BC - 4170BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site B90S",CAR-502,5620BC - 5300BC,Wales,Powys,Sediment (organic),Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-431,970BC - 760BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-432,750BC - 200BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-433,AD340 - AD610,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-434,1690BC - 1390BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-435,2140BC - 1690BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-436,2570BC - 2130BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-437,2570BC - 2140BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-438,2860BC - 2290BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-723,1510BC - 1120BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site D7E",CAR-724,810BC - 400BC,Wales,Powys,[Not recorded],Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-634,390BC - 40BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-635,AD1030 - AD1290,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-636,2030BC - 1650BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-637,2830BC - 2230BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-638,4330BC - 3950BC,Wales,Powys,Sediment (organic),Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-639,4310BC - 3810BC,Wales,Powys,Sediment (organic),Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
"Waun Fignen Felen, site E13N",CAR-640,5630BC - 5310BC,Wales,Powys,Sediment (organic),Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N
