institutionCode,datasetName,individualCount,year processed,month processed,class processed,order processed,family processed,genus processed,vernacularName processed,scientificName processed,,,,Codsefydliad,Enw set ddata,Cyfrif unigol,blwyddyn proseswyd,mis proseswyd,dosbarth proseswyd,trefn proseswyd,teulu proseswyd,genws proseswyd,enwBrodorol proseswyd,enwGwyddonol proseswyd
Seasearch,Seasearch Marine Surveys in Wales,,2000,7,Gastropoda,Nudibranchia,Dorididae,Doris,Sea Lemon,Doris pseudoargus,,,,Seasearch,Arolygon Morol Seasearch yng Nghymru,,2000,7,Gastropoda,Nudibranchia,Dorididae,Doris,Sea Lemon,Doris pseudoargus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2016,1,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Common whelk,Buccinum undatum,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,2016,1,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Common whelk,Buccinum undatum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1969,9,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1969,9,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius
Joint Nature Conservation Committee,,5,1991,8,Bivalvia,Veneroida,Veneridae,Timoclea,Oval Venus,Timoclea ovata,,,,Cydbwyllgor Cadwraeth Natur,,5,1991,8,Bivalvia,Veneroida,Veneridae,Timoclea,Oval Venus,Timoclea ovata
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: molysgiaid anforol (set ddata Atlas 1999),,1965,,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus
Natural Resources Wales,,F,2009,5,Cephalopoda,Octopoda,Octopodidae,Eledone,Curled Octopus,Eledone cirrhosa,,,,Cyfoeth Naturiol Cymru,,F,2009,5,Cephalopoda,Octopoda,Octopodidae,Eledone,Curled Octopus,Eledone cirrhosa
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,4,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,44075,1990,4,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1970,6,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Hairy Snail,Trochulus (Trochulus) hispidus,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1970,6,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Hairy Snail,Trochulus (Trochulus) hispidus
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2003,9,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea,,,,SEWBReC,Data Rhanbarthol CNC: Cyfnodion Rhywogaethau An-sensitif De-ddwyrain Cymru,,2003,9,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1993,5,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,1993,5,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Cochlicopidae,Cochlicopa,Least Slippery Snail,Cochlicopa cf. lubricella,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: molysgiaid anforol (set ddata Atlas 1999),,1965,,Gastropoda,Pulmonata,Cochlicopidae,Cochlicopa,Least Slippery Snail,Cochlicopa cf. lubricella
Cofnod,Miscellaneous records held on the Cofnod database,,2005,1,Gastropoda,Pulmonata,Clausiliidae,Clausilia,Two-toothed Door Snail,Clausilia (Clausilia) bidentata,,,,Cofnod,Cofnodion amrywiol a gedwir ar gronfa ddata Cofnod,,2005,1,Gastropoda,Pulmonata,Clausiliidae,Clausilia,Two-toothed Door Snail,Clausilia (Clausilia) bidentata
Natural Resources Wales,,R,1997,4,Gastropoda,Cephalaspidea,Philinidae,Philine,Lobe Shell,Philine aperta,,,,Cyfoeth Naturiol Cymru,,R,1997,4,Gastropoda,Cephalaspidea,Philinidae,Philine,Lobe Shell,Philine aperta
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,36434,1990,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1887,,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: molysgiaid anforol (set ddata Atlas 1999),,1887,,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,98,2017,7,Bivalvia,Mytiloida,Mytilidae,,,Mytilidae,,,,,Prosiect morol gwyddoniaeth dinasyddion Capturing our Coast (CoCoast) - dilyswyd y data drwy iRecord,98,2017,7,Bivalvia,Mytiloida,Mytilidae,,,Mytilidae
Seasearch,Seasearch Marine Surveys in Wales,,2010,7,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata,,,,Seasearch,Arolygon Morol Seasearch yng Nghymru,,2010,7,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
Natural Resources Wales,,0,2004,9,Bivalvia,Myoida,Pholadidae,,,Pholadidae,,,,Cyfoeth Naturiol Cymru,,0,2004,9,Bivalvia,Myoida,Pholadidae,,,Pholadidae
Joint Nature Conservation Committee,,,2003,7,Gastropoda,,Acteonidae,Acteon,,Acteon tornatilis,,,,Cydbwyllgor Cadwraeth Natur,,,2003,7,Gastropoda,,Acteonidae,Acteon,,Acteon tornatilis
Natural Resources Wales,,F,2012,6,Gastropoda,Nudibranchia,Proctonotidae,Janolus,,Janolus cristatus,,,,Cyfoeth Naturiol Cymru,,F,2012,6,Gastropoda,Nudibranchia,Proctonotidae,Janolus,,Janolus cristatus
Natural Resources Wales,,45,2005,7,Bivalvia,[unassigned] Euheterodonta,Pharidae,Phaxas,,Phaxas pellucidus,,,,Cyfoeth Naturiol Cymru,,45,2005,7,Bivalvia,[unassigned] Euheterodonta,Pharidae,Phaxas,,Phaxas pellucidus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1970,,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1970,,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1986,12,Gastropoda,Pulmonata,Arionidae,Arion,,Arion (Carinarion) circumscriptus,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1986,12,Gastropoda,Pulmonata,Arionidae,Arion,,Arion (Carinarion) circumscriptus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,30,2009,10,Gastropoda,Hygrophila,Physidae,,,Physidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,30,2009,10,Gastropoda,Hygrophila,Physidae,,,Physidae
Joint Nature Conservation Committee,,C,1982,8,Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe,Small Periwinkle,Melarhaphe neritoides,,,,Cydbwyllgor Cadwraeth Natur,,C,1982,8,Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe,Small Periwinkle,Melarhaphe neritoides
NRW,Welsh Invertebrate Database (WID),,1988,5,Gastropoda,Pulmonata,Agriolimacidae,Deroceras,Netted Field Slug,Deroceras (Deroceras) reticulatum,,,,CNC,Cronfa Ddata Infertebradau Cymru (WID),,1988,5,Gastropoda,Pulmonata,Agriolimacidae,Deroceras,Netted Field Slug,Deroceras (Deroceras) reticulatum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1995,11,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,1995,11,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2000,5,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,1,2000,5,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2001,10,Bivalvia,Veneroida,Semelidae,Scrobicularia,Peppery Furrow Shell,Scrobicularia plana,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,2001,10,Bivalvia,Veneroida,Semelidae,Scrobicularia,Peppery Furrow Shell,Scrobicularia plana
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2006,5,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,1,2006,5,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Natural Resources Wales,,3,2007,3,Bivalvia,Veneroida,Tellinidae,Tellina,Bean-Like Tellin,Tellina fabula,,,,Cyfoeth Naturiol Cymru,,3,2007,3,Bivalvia,Veneroida,Tellinidae,Tellina,Bean-Like Tellin,Tellina fabula
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,17,2017,4,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata,,,,,Prosiect morol gwyddoniaeth dinasyddion Capturing our Coast (CoCoast) - dilyswyd y data drwy iRecord,17,2017,4,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,10,Bivalvia,Myoida,Pholadidae,Barnea,White piddock,Barnea candida,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,1991,10,Bivalvia,Myoida,Pholadidae,Barnea,White piddock,Barnea candida
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2002,9,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,Hydrobia,,,,SEWBReC,Data Rhanbarthol CNC: Cyfnodion Rhywogaethau An-sensitif De-ddwyrain Cymru,,2002,9,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,Hydrobia
Joint Nature Conservation Committee,,,1995,10,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida,,,,Cydbwyllgor Cadwraeth Natur,,,1995,10,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,2000,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,36434,2000,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Porcupine Marine Natural History Society,Marine flora and fauna records from the North-east Atlantic,,2008,10,Gastropoda,,Trochidae,Gibbula,Turban Top Shell,Gibbula magus,,,,Cymdeithas Naturiaetheg Forol Porciwpein ,Cofnodion fflora a ffawna morol o Ogledd-ddwyrain Môr Iwerydd,,2008,10,Gastropoda,,Trochidae,Gibbula,Turban Top Shell,Gibbula magus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (rare and scarce species),,1911,6,Gastropoda,Hygrophila,Physidae,Physa,Common Bladder Snail,Physa fontinalis,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: molysgiaid an-forol (rhywogaethau prin ac anfynych),,1911,6,Gastropoda,Hygrophila,Physidae,Physa,Common Bladder Snail,Physa fontinalis
NRW,Welsh Invertebrate Database (WID),,1991,5,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica,,,,CNC,Cronfa Ddata Infertebradau Cymru (WID),,1991,5,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1971,5,Gastropoda,Pulmonata,Arionidae,Arion,,Arion (Carinarion) circumscriptus,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1971,5,Gastropoda,Pulmonata,Arionidae,Arion,,Arion (Carinarion) circumscriptus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2002,3,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,2002,3,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1992,4,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,44075,1992,4,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Natural Resources Wales,,,2000,8,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus,,,,Cyfoeth Naturiol Cymru,,,2000,8,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
SEWBReC,SEWBReC Molluscs (South Wales),,2014,10,Gastropoda,Pulmonata,Arionidae,Arion,Rusty False-keeled Slug,Arion (Carinarion) fasciatus,,,,SEWBReC,Molysgiaid SEWBReC (De Cymru),,2014,10,Gastropoda,Pulmonata,Arionidae,Arion,Rusty False-keeled Slug,Arion (Carinarion) fasciatus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2003,11,Gastropoda,Hygrophila,Physidae,Physella,,Physella acuta,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,2003,11,Gastropoda,Hygrophila,Physidae,Physella,,Physella acuta
Natural Resources Wales,,P,2004,7,Bivalvia,Veneroida,Tellinidae,Limecola,Baltic Tellin,Limecola balthica,,,,Cyfoeth Naturiol Cymru,,P,2004,7,Bivalvia,Veneroida,Tellinidae,Limecola,Baltic Tellin,Limecola balthica
Joint Nature Conservation Committee,,O,1997,5,Bivalvia,Pectinoida,Anomiidae,Pododesmus,,Pododesmus patelliformis,,,,Cydbwyllgor Cadwraeth Natur,,O,1997,5,Bivalvia,Pectinoida,Anomiidae,Pododesmus,,Pododesmus patelliformis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2018,6,Gastropoda,Pulmonata,Arionidae,Arion,,Arion ater agg.,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,2018,6,Gastropoda,Pulmonata,Arionidae,Arion,,Arion ater agg.
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5,2018,10,Gastropoda,Hygrophila,Physidae,Physa,Common Bladder Snail,Physa fontinalis,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,5,2018,10,Gastropoda,Hygrophila,Physidae,Physa,Common Bladder Snail,Physa fontinalis
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2006,3,Gastropoda,Littorinimorpha,Triviidae,Trivia,Arctic Cowrie,Trivia arctica,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,2006,3,Gastropoda,Littorinimorpha,Triviidae,Trivia,Arctic Cowrie,Trivia arctica
Natural Resources Wales,,1,2001,7,Bivalvia,Anomalodesmata,Lyonsiidae,Lyonsia,,Lyonsia norwegica,,,,Cyfoeth Naturiol Cymru,,1,2001,7,Bivalvia,Anomalodesmata,Lyonsiidae,Lyonsia,,Lyonsia norwegica
Natural Resources Wales,,O,2009,5,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Common whelk,Buccinum undatum,,,,Cyfoeth Naturiol Cymru,,O,2009,5,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Common whelk,Buccinum undatum
Natural Resources Wales,,1,2009,4,Bivalvia,Anomalodesmata,Thraciidae,,,Thraciidae,,,,Cyfoeth Naturiol Cymru,,1,2009,4,Bivalvia,Anomalodesmata,Thraciidae,,,Thraciidae
Seasearch,Seasearch Marine Surveys in Wales,,2008,9,Gastropoda,,Calliostomatidae,Calliostoma,Painted top shell,Calliostoma zizyphinum,,,,Seasearch,Arolygon Morol Seasearch yng Nghymru,,2008,9,Gastropoda,,Calliostomatidae,Calliostoma,Painted top shell,Calliostoma zizyphinum
Natural Resources Wales,,14,2001,7,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,,Leptochiton asellus,,,,Cyfoeth Naturiol Cymru,,14,2001,7,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,,Leptochiton asellus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1914,10,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1914,10,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1991,4,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,1991,4,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica
SEWBReC,SEWBReC Molluscs (South Wales),,2003,6,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Fine-lined Pea Mussel,Pisidium tenuilineatum,,,,SEWBReC,Molysgiaid SEWBReC (De Cymru),,2003,6,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Fine-lined Pea Mussel,Pisidium tenuilineatum
SEWBReC,SEWBReC Molluscs (South Wales),,2007,5,Gastropoda,Hygrophila,Planorbidae,Anisus,Whirlpool Ramshorn,Anisus (Disculifer) vortex,,,,SEWBReC,Molysgiaid SEWBReC (De Cymru),,2007,5,Gastropoda,Hygrophila,Planorbidae,Anisus,Whirlpool Ramshorn,Anisus (Disculifer) vortex
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,7,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,36434,1990,7,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2002,6,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Indet. Pea Mussel,Pisidium,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,2,2002,6,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Indet. Pea Mussel,Pisidium
Natural Resources Wales,,O,1998,8,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,,Acanthodoris pilosa,,,,Cyfoeth Naturiol Cymru,,O,1998,8,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,,Acanthodoris pilosa
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2005,8,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,2005,8,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2017,10,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon: cofnodion molysgiaid anforol,,2017,10,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius
Joint Nature Conservation Committee,,,2012,2,Bivalvia,Carditoida,Astartidae,Astarte,,Astarte sulcata,,,,Cydbwyllgor Cadwraeth Natur,,,2012,2,Bivalvia,Carditoida,Astartidae,Astarte,,Astarte sulcata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1995,4,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Indet. Pea Mussel,Pisidium,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,36434,1995,4,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Indet. Pea Mussel,Pisidium
West Wales Biodiversity Information Centre,,,1976,,Gastropoda,Cephalaspidea,Retusidae,Retusa,,Retusa obtusa,,,,Canolfan Gwybodaeth Bioamrywiaeth Gorllewin Cymru,,,1976,,Gastropoda,Cephalaspidea,Retusidae,Retusa,,Retusa obtusa
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,20,2007,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis,,,,CNC,Ecoleg D?r Croyw KiEco: Macro-infertebradau Afonydd,20,2007,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
SEWBReC,SEWBReC Molluscs (South Wales),,2003,9,Polyplacophora,,,,Chitons,Polyplacophora,,,,SEWBReC,Molysgiaid SEWBReC (De Cymru),,2003,9,Polyplacophora,,,,Chitons,Polyplacophora
Seasearch,Seasearch Marine Surveys in Wales,,2006,7,Gastropoda,Anaspidea,Aplysiidae,Aplysia,Sea hare,Aplysia punctata,,,,Seasearch,Arolygon Morol Seasearch yng Nghymru,,2006,7,Gastropoda,Anaspidea,Aplysiidae,Aplysia,Sea hare,Aplysia punctata
SEWBReC,SEWBReC Molluscs (South Wales),,2011,9,Gastropoda,Pulmonata,Arionidae,Arion,Large Black Slug,Arion (Arion) ater,,,,SEWBReC,Molysgiaid SEWBReC (De Cymru),,2011,9,Gastropoda,Pulmonata,Arionidae,Arion,Large Black Slug,Arion (Arion) ater
Seasearch,Seasearch Marine Surveys in Wales,,2009,7,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida,,,,Seasearch,Arolygon Morol Seasearch yng Nghymru,,2009,7,Gastropoda,,Patellidae,Patella,Blue rayed limpet,Patella pellucida
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1994,6,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Banded Chink Shell,Lacuna vincta,,,,Cymdeithas Cregynwyr Prydain Fawr ac Iwerddon,Data molysgiaid (morol) am Brydain Fawr ac Iwerddon,,1994,6,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Banded Chink Shell,Lacuna vincta
