Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate,,Enw,Lab,Maes,Gwlad,Awdurdod Lleol,Deunydd,Techneg,Disgrifiad o'r safle,Amheuon,Tystysgrif
Ty-Isaf,OxA-14395,3370BC - 3100BC,Wales,Powys,"Bone (human, right humerus)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,OxA-14395,3370BC - 3100BC,Cymru,Powys,"Asgwrn (dynol, hwmerws de)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57784 (GU-36252),3510BC - 3340BC,Wales,Powys,"Bone (human, sub-adult, <12 years, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57784 (GU-36252),3510BC - 3340BC,Cymru,Powys,"Asgwrn (dynol, rhag-oedolyn, <12 blwydd, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57785 (GU-36253),3500BC - 3120BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57785 (GU-36253),3500BC - 3120BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57786 (GU-36254),3620BC - 3360BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57786 (GU-36254),3620BC - 3360BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57787 (GU-36255),3630BC - 3360BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57787 (GU-36255),3630BC - 3360BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57788 (GU-36256),2830BC - 2470BC,Wales,Powys,"Bone (cow, tooth, PM3 cervix)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57788 (GU-36256),2830BC - 2470BC,Cymru,Powys,"Asgwrn (buwch, dant, serfics PM3)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57789 (GU-36257),1670BC - 1500BC,Wales,Powys,"Bone (human, child, 3-4 years, LDM1)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57789 (GU-36257),1670BC - 1500BC,Cymru,Powys,"Asgwrn (dynol, plentyn, 3-4 blwydd oed, LDM1)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57790 (GU-36258),3330BC - 2920BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57790 (GU-36258),3330BC - 2920BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57794 (GU-36259),3620BC - 3360BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57794 (GU-36259),3620BC - 3360BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57795 (GU-36260),3640BC - 3380BC,Wales,Powys,"Bone (human, adult, tooth, LM2)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57795 (GU-36260),3640BC - 3380BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM2)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
Ty-Isaf,SUERC-57796 (GU-36261),3640BC - 3380BC,Wales,Powys,"Bone (human, adult, tooth, LM3)",AMS,Cotswold-Severn tomb with earlier rotunda.,,N,,Ty-Isaf,SUERC-57796 (GU-36261),3640BC - 3380BC,Cymru,Powys,"Asgwrn (dynol, oedolyn, dant, LM3)",AMS,Beddrod Cotswold-Hafren gyda rotwnda cynharach.,,N
T≈∑-mawr,GrN-24710,AD1255 - AD1282,Wales,Powys,Charcoal,[Not recorded],Aisled medieval house.,,N,,T≈∑-mawr,GrN-24710,AD1255 - AD1282,Cymru,Powys,Golosg,[Heb ei gofnodi],Tŷ canoloesol ystlysog.,,N
T≈∑-mawr,GrN-24711,AD1461 - AD1631,Wales,Powys,Charcoal,[Not recorded],Aisled medieval house.,,N,,T≈∑-mawr,GrN-24711,AD1461 - AD1631,Cymru,Powys,Golosg,[Heb ei gofnodi],Tŷ canoloesol ystlysog.,,N
T≈∑-mawr,GrN-24712,AD1210 - AD1280,Wales,Powys,Charcoal,[Not recorded],Aisled medieval house.,,N,,T≈∑-mawr,GrN-24712,AD1210 - AD1280,Cymru,Powys,Golosg,[Heb ei gofnodi],Tŷ canoloesol ystlysog.,,N
T≈∑-mawr,SUERC-24513 (GU-18944),,Wales,Powys,"Wood (ash, 14 growth rings, stake)",[Not recorded],"Hallhouse - longhouse (Britnell et al 2008, 196).",,N,,T≈∑-mawr,SUERC-24513 (GU-18944),,Cymru,Powys,"Pren (ash, 14 blwyddgylch, stanc)",[Heb ei gofnodi],"Tŷ neuadd - tŷ hir (Britnell et al 2008, 196).",,N
Upper Ninepence barrow,SWAN-115,AD240 - AD570,Wales,Powys,"Charcoal (Pomoideae, oak, blackthorn, gorse, hazel)",Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence ,SWAN-115,AD240 - AD570,Cymru,Powys,"Golosg (Pomoideae, derw, draenen ddu, eithin, coll)",Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Grooved Ware phase),BM-2968,2890BC - 2610BC,Wales,Powys,Charcoal (mixture of short-lived wood),Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Rhychiog),BM-2968,2890BC - 2610BC,Cymru,Powys,Golosg (cymysgedd o goed byrhoedlog),Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Grooved Ware phase),BM-2969,2840BC - 2470BC,Wales,Powys,Charcoal (mixture of short-lived wood),Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Rhychiog),BM-2969,2840BC - 2470BC,Cymru,Powys,Golosg (cymysgedd o goed byrhoedlog),Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Grooved Ware phase),BM-3069,2860BC - 2470BC,Wales,Powys,Charcoal (Common hazel),Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Rhychiog),BM-3069,2860BC - 2470BC,Cymru,Powys,Golosg (Coll Gyffredin),Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Grooved Ware phase),SWAN-24,3020BC - 2620BC,Wales,Powys,Charcoal,Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Rhychiog),SWAN-24,3020BC - 2620BC,Cymru,Powys,Golosg,Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Grooved Ware phase),SWAN-25,2920BC - 2490BC,Wales,Powys,Charcoal,Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Rhychiog),SWAN-25,2920BC - 2490BC,Cymru,Powys,Golosg,Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-2966,3310BC - 2910BC,Wales,Powys,"Charcoal (Common hazel, Populus sp)",Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Peterborough),BM-2966,3310BC - 2910BC,Cymru,Powys,"Golosg (Coll cyffredin, Populus sp)",Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-2967,3330BC - 2900BC,Wales,Powys,Charcoal (mixture of short-lived wood),Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Peterborough),BM-2967,3330BC - 2900BC,Cymru,Powys,Golosg (cymysgedd o goed byrhoedlog),Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-3070,3370BC - 2920BC,Wales,Powys,Charcoal (Pomoideae),Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Peterborough),BM-3070,3370BC - 2920BC,Cymru,Powys,Golosg (Pomoideae),Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Peterborough Ware phase),BM-3071,3520BC - 3090BC,Wales,Powys,Charcoal (Common hazel),Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Peterborough),BM-3071,3520BC - 3090BC,Cymru,Powys,Golosg (Coll Gyffredin),Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence barrow (Peterborough Ware phase),SWAN-23,3490BC - 2900BC,Wales,Powys,Charcoal,Radiometric,Neolithic settlement below later barrow.,,N,,Crug Upper Ninepence (cyfnod Llestri Peterborough),SWAN-23,3490BC - 2900BC,Cymru,Powys,Golosg,Radiometrig,Anheddiad Neolithig islaw crug diweddarach.,,N
Upper Ninepence enclosure,SWAN-21,1890BC - 1500BC,Wales,Powys,"Charcoal (hazel, blackthorn, small diameter oak)",Radiometric,Irregular enclosure.,,N,,Lloc Upper Ninepence ,SWAN-21,1890BC - 1500BC,Cymru,Powys,"Golosg (coll, draenen ddu, derw diametr bach)",Radiometrig,Lloc afreolaidd.,,N
Upper Ninepence enclosure,SWAN-22,200BC - AD130,Wales,Powys,"Charcoal (ash, rowan, poplar, hawthorn, gorse)",Radiometric,Irregular enclosure.,,N,,Lloc Upper Ninepence ,SWAN-22,200BC - AD130,Cymru,Powys,"Golosg (onnh, cerddinen, poplys, draenen, eithin)",Radiometrig,Lloc afreolaidd.,,N
Upper Severn,SRR-1116,AD550 - AD670,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of deposits in River Severn.,,N,,Hafren Uchaf,SRR-1116,AD550 - AD670,Cymru,Powys,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o ddyddodion yn Afon Hafren.,,N
Upper Short Ditch,Beta-212488,AD540 - AD660,Wales,Powys,Charcoal,[Not recorded],Palaeoenvironmental study of a short dyke.,,N,,Ffos Fer Uchaf,Beta-212488,AD540 - AD660,Cymru,Powys,Golosg,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o glawdd byr.,,N
Uwchygarreg,IGS C14/103 (St 3834),4650BC - 4230BC,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of hilltop peat.,,N,,Uwchygarreg,IGS C14/103 (St 3834),4650BC - 4230BC,Cymru,Powys,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o fawn pen bryn.,,N
Uwchygarreg,IGS C14/104 (St 3827),2900BC - 2300BC,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of hilltop peat.,,N,,Uwchygarreg,IGS C14/104 (St 3827),2900BC - 2300BC,Cymru,Powys,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o fawn pen bryn.,,N
Uwchygarreg,IGS C14/105 (St 3818),2300BC - 1740BC,Wales,Powys,Peat,[Not recorded],Palaeoenvironmental study of hilltop peat.,,N,,Uwchygarreg,IGS C14/105 (St 3818),2300BC - 1740BC,Cymru,Powys,Mawn,[Heb ei gofnodi],Astudiaeth baleoamgylcheddol o fawn pen bryn.,,N
Walton Court Farm,SUERC-26430 (GU-20134),2570BC - 2340BC,Wales,Powys,Charcoal (hazel),[Not recorded],95m diameter ring ditch.,,N,,Fferm Llys Walton,SUERC-26430 (GU-20134),2570BC - 2340BC,Cymru,Powys,Golosg (coll),[Heb ei gofnodi],Ffos gron 95m mewn diametr.,,N
Walton palisaded enclosure,SUERC-32383,2560BC - 2290BC,Wales,Powys,Charcoal (oak),[Not recorded],Curvilinear alignment of pits forming an enclosure.,,N,,Lloc palisog Walton ,SUERC-32383,2560BC - 2290BC,Cymru,Powys,Golosg (derw),[Heb ei gofnodi],Aliniad cyrflinol o byllau yn ffurfio lloc.,,N
Walton palisaded enclosure,SUERC-32384,2840BC - 2470BC,Wales,Powys,Charcoal (hazel),[Not recorded],Curvilinear alignment of pits forming an enclosure.,,N,,Lloc palisog Walton ,SUERC-32384,2840BC - 2470BC,Cymru,Powys,Golosg (coll),[Heb ei gofnodi],Aliniad cyrflinol o byllau yn ffurfio lloc.,,N
Waun Fignen Felen,AA-11210,6440BC - 6210BC,Wales,Powys,Sediment (organic),[Not recorded],Lake side site used by hunters in the Mesolithic.,,N,,Waun Fignen Felen,AA-11210,6440BC - 6210BC,Cymru,Powys,Gwaddod (organig),[Heb ei gofnodi],Safle glan llyn a ddefnyddiwyd gan helwyr yr oes Mesolithig.,,N
Waun Fignen Felen,CAR-1465,6240BC - 5870BC,Wales,Powys,Peat,Radiometric,Lake side site used by hunters in the Mesolithic.,,N,,Waun Fignen Felen,CAR-1465,6240BC - 5870BC,Cymru,Powys,Mawn,Radiometrig,Safle glan llyn a ddefnyddiwyd gan helwyr yr oes Mesolithig.,,N
"Waun Fignen Felen, site A00",CAR-61,6690BC - 6410BC,Wales,Powys,Peat,Radiometric,"Fifteen monoliths and one core taken as part of a 3-dimensional pollen study of a peat-filled late glacial lake basin (Dresser 1985, 347).",,N,,"Waun Fignen Felen, safle A00",CAR-61,6690BC - 6410BC,Cymru,Powys,Mawn,Radiometrig,"Pymtheg monolith ac un craidd a gymerwyd fel rhan o astudiaeth paill 3-dimensiwn o fasn llyn rhewlifol hwyr llawn mawn (Dresser 1985, 347).",,N
"Waun Fignen Felen, site A16W",CAR-323,2470BC - 2020BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-323,2470BC - 2020BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A16W",CAR-324,3330BC - 2870BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-324,3330BC - 2870BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A16W",CAR-325,3770BC - 3370BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-325,3770BC - 3370BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A16W",CAR-326,4320BC - 3810BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-326,4320BC - 3810BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A16W",CAR-327,4710BC - 4340BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-327,4710BC - 4340BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A16W",CAR-328,5060BC - 4680BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-328,5060BC - 4680BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A16W",CAR-329,4800BC - 4460BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A16W",CAR-329,4800BC - 4460BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-330,520BC - 190BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-330,520BC - 190BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-331,1420BC - 1040BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-331,1420BC - 1040BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-332,1880BC - 1490BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-332,1880BC - 1490BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-333,2290BC - 1930BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-333,2290BC - 1930BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-334,3270BC - 2690BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-334,3270BC - 2690BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-335,4550BC - 4230BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-335,4550BC - 4230BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site A78E",CAR-336,4350BC - 3970BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle A78E",CAR-336,4350BC - 3970BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B125N",CAR-504,3350BC - 2870BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B125N",CAR-504,3350BC - 2870BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B125N",CAR-505,4260BC - 3800BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B125N",CAR-505,4260BC - 3800BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B125N",CAR-506,5220BC - 4770BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B125N",CAR-506,5220BC - 4770BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B125N",CAR-507,6640BC - 6250BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B125N",CAR-507,6640BC - 6250BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B125N",CAR-508,7050BC - 6460BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B125N",CAR-508,7050BC - 6460BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B125N",CAR-509,7080BC - 6590BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B125N",CAR-509,7080BC - 6590BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-337,2880BC - 2460BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-337,2880BC - 2460BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-338,2870BC - 2340BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-338,2870BC - 2340BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-339,3890BC - 3380BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-339,3890BC - 3380BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-340,4240BC - 3790BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-340,4240BC - 3790BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-341,4800BC - 4450BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-341,4800BC - 4450BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-342,4940BC - 4530BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-342,4940BC - 4530BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B32S",CAR-343,5640BC - 5300BC,Wales,Powys,Mor deposit,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B32S",CAR-343,5640BC - 5300BC,Cymru,Powys,Dyddodyn mòr,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B46.5N",CAR-406,AD690 - AD1020,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B46.5N",CAR-406,AD690 - AD1020,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B46.5N",CAR-407,370BC - AD50,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B46.5N",CAR-407,370BC - AD50,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
"Waun Fignen Felen, site B46.5N",CAR-408,1230BC - 830BC,Wales,Powys,Peat,Radiometric,Palaeoenvironmental study of late-glacial basin filled with blanket peat.,,N,,"Waun Fignen Felen, safle B46.5N",CAR-408,1230BC - 830BC,Cymru,Powys,Mawn,Radiometrig,Astudiaeth baleoamgylcheddol o basn rhewlifol hwyr wedi ei lenwi â mawn wely.,,N
